дебит на запуске;1 месяц;2 месяц;3 месяц;4 месяц;5 месяц;6 месяц;7 месяц;8 месяц;9 месяц;10 месяц;11 месяц;12 месяц;13 месяц;14 месяц;15 месяц;16 месяц;17 месяц;18 месяц;19 месяц;20 месяц;21 месяц;22 месяц;23 месяц;24 месяц;25 месяц;26 месяц;27 месяц;28 месяц;29 месяц;30 месяц;31 месяц;32 месяц;33 месяц;34 месяц;35 месяц;36 месяц;37 месяц;38 месяц;39 месяц;40 месяц;41 месяц;42 месяц;43 месяц;44 месяц;45 месяц;46 месяц;47 месяц;48 месяц;49 месяц;50 месяц;51 месяц;52 месяц;53 месяц;54 месяц;55 месяц;56 месяц;57 месяц;58 месяц;59 месяц;60 месяц;Всего
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
5258.153551120698;4706.085414895635;4275.348373073732;3928.5082282069334;3642.325745704404;3401.556402570599;3195.754967516456;3017.5073892626256;2861.3951099001283;2723.359368539223;2600.2954572705166;2489.785002552354;2389.914197864043;2299.147286578293;2216.236557709209;2140.157067458798;2070.058470957088;2005.228925477118;1945.0676596729074;1889.0638627089513;1836.7802486514906;1787.8401248855866;1741.917118321792;1698.7269398175945;1658.0207276193887;1619.5796256356648;1583.210335842738;1548.7414454341924;1516.0203748289111;1484.910826762317;1455.2906424928156;1427.0499908519853;1400.0898310231394;1374.3206016852316;1349.6610983384162;1326.0375078464854;1303.3825749454845;1281.634880018546;1260.7382110824146;1240.641015867528;1221.2959222512595;1202.6593172389626;1184.6909762697521;1167.3537359237337;1150.6132041797302;1134.4375032609698;1118.7970408451738;1103.6643060324934;1089.0136869818332;1074.8213075609635;1061.0648807227828;1047.723576630756;1034.7779038203873;1022.2096019083157;1010.0015445526185;998.1376515323694;986.6028089557935;975.3827967280348;964.4642225146122;953.8344615275831;943.4816015403152;111394.57121196987
